,gene_name,count_t3d,count_t7d,count_control
10044,RP11-317N12.1,2,7,1
1521,BRD2,0,0,1
1597,C16orf46,0,0,1
12889,TEX10,0,0,1
12903,TF,0,1,1
7230,MTFR1,0,0,1
5367,KCNH2,0,4,1
1579,C11orf97,0,0,1
9955,RP11-289F5.1,0,0,1
12289,SNX24,2,3,1
4551,GPC1,2,2,1
12814,TBXAS1,1,3,1
2412,CMKLR1,2,2,1
2406,CLYBL,2,3,1
2407,CMAHP,2,10,1
4283,GABRA3,0,0,1
5485,KIF19,0,0,1
6129,LINC01804,2,0,1
10161,RP11-35G9.5,0,4,1
7429,NCAPG2,0,0,1
6165,LINC01915,2,1,1
8338,PIP4K2B,2,0,1
7428,NCAPD3,0,0,1
5473,KIAA1755,0,0,1
7247,MTMR7,0,4,1
7242,MTMR12,0,0,1
4446,GLCCI1,2,1,1
7187,MRPS35,0,0,1
5414,KCTD10,0,0,1
6233,LINC02119,2,1,1
7198,MSANTD2,0,0,1
8158,PDE8A,2,6,1
9169,RFC5,1,0,1
11390,RPL21P42,0,0,1
10111,RP11-343C2.9,2,0,1
7261,MTUS1,0,2,1
5310,JTB,0,0,1
9220,RHOBTB3,1,2,1
10800,RP11-653B10.1,0,0,1
6368,LINC02603,2,0,1
9880,RP11-257N21.1,0,3,1
12897,TEX35,0,0,1
770,AJ006998.2,2,1,1
10225,RP11-384J4.2,2,3,1
12848,TDRD7,0,0,1
12863,TEKT1,0,0,1
3784,ERICH6-AS1,0,0,1
12773,TBC1D14,1,8,1
6458,LIPC,2,1,1
11432,RPS10-NUDT3,0,2,1
4323,GALNTL6,2,8,1
5382,KCNJ16,0,0,1
8221,PEX5L,2,2,1
5419,KCTD2,0,0,1
11374,RPA2P2,0,0,1
11245,RP4-659I19.4,0,0,1
1587,C12orf75,0,1,1
7276,MUC7,0,1,1
8180,PDLIM5,2,0,1
787,AKAP12,2,1,1
11244,RP4-647J21.1,0,0,1
9061,RASGEF1C,0,6,1
4395,GEMIN6,2,0,1
3783,ERICH6,0,0,1
4410,GGA2,2,0,1
1646,C21orf91-OT1,0,0,1
7389,NAMA,0,0,1
10210,RP11-381N20.2,0,0,1
7256,MTRF1L,0,1,1
12936,TGM5,0,0,1
12885,TESMIN,0,0,1
5445,KHDRBS3,0,0,1
13601,UGT1A8,2,0,1
12875,TENT5B,0,0,1
9886,RP11-25K21.6,0,3,1
4391,GDPD4,2,4,1
13025,TM9SF3,0,0,1
5513,KIR3DL1,0,0,1
10766,RP11-631N16.2,0,0,1
13034,TMCC1,0,2,1
9000,RAD51C,0,0,1
12375,SPATS2,2,1,1
12424,SPTA1,2,0,1
1039,APCDD1L-DT,2,5,1
1461,BICRA,0,1,1
8443,PLEKHH2,2,1,1
12944,THAP12P6,0,0,1
7176,MRPL42,0,0,1
6111,LINC01725,2,1,1
10767,RP11-632B21.2,0,3,1
7126,MPG,0,0,1
7164,MRPL13,0,0,1
7162,MRPL11,0,2,1
12339,SP140,2,5,1
4301,GAL3ST2,0,3,1
10229,RP11-385D13.1,0,0,1
1462,BICRA-AS1,0,0,1
1470,BLCAP,0,4,1
13063,TMEM144,0,5,1
10744,RP11-624D20.1,0,0,1
13379,TRPC4AP,2,3,1
4627,GRHL2,2,2,1
6373,LINC02615,1,11,1
865,AMFR,0,1,1
1486,BMP8A,0,2,1
1099,ARHGAP26,2,5,1
9143,REEP1,1,7,1
1094,ARHGAP21,2,0,1
12777,TBC1D20,1,0,1
13052,TMEM117,0,1,1
1478,BMF,0,0,1
1477,BMERB1,0,1,1
7060,MLH3,0,1,1
8438,PLEKHG4B,2,1,1
13102,TMEM212-AS1,0,0,1
9813,RP11-215P8.4,2,1,1
6125,LINC01798,2,3,1
1021,AP3D1,2,3,1
2467,CNTNAP4,1,4,1
13040,TMED10,0,2,1
3806,ESRP2,0,1,1
7215,MT-ND4,0,0,1
7211,MSRB2,0,0,1
7159,MROH8,0,6,1
12981,TIFAB,0,0,1
5168,INTU,1,0,1
12979,TICRR,0,2,1
12991,TIMP4,0,0,1
12925,TGFBI,0,0,1
7195,MS4A6A,0,1,1
5182,IQCA1L,1,2,1
9967,RP11-296K13.4,0,2,1
12323,SOS1,2,2,1
4500,GNB1,2,1,1
13482,TUBA4A,2,0,1
7193,MS4A18,0,0,1
8976,RAB40C,0,0,1
7205,MSI1,0,2,1
8578,PPFIBP2,1,6,1
12919,TFRC,0,0,1
12918,TFR2,0,0,1
12945,THAP2,0,0,1
2383,CLN8,2,2,1
12366,SPATA3-AS1,2,0,1
10773,RP11-638I2.8,0,0,1
7144,MPZL2,0,0,1
7093,MMS22L,0,0,1
957,ANTXR2,2,1,1
945,ANO10,2,2,1
12984,TIGD6,0,0,1
7103,MOBP,0,0,1
12996,TJP1,0,2,1
12993,TINCR,0,1,1
7200,MSC-AS1,0,1,1
2331,CKAP5,2,4,1
1503,BOLL,0,0,1
4531,GOLM2,2,3,1
12985,TIMM23B-AGAP6,0,0,1
1542,BTAF1,0,2,1
10824,RP11-669E3.1,0,0,1
8570,PPCDC,1,5,1
12316,SORCS1,2,3,1
2345,CLCN4,2,1,1
7202,MSH2-OT1,0,0,1
1550,BTF3L4,0,0,1
10227,RP11-384L19.1,0,0,1
9287,RNF125,1,5,1
10189,RP11-370K11.1,0,0,1
5307,JRKL,0,0,1
5308,JRKL-AS1,0,0,1
1866,CBFA2T2,0,2,1
1810,CAPZA2,0,1,1
532,ACLY,2,0,1
1809,CAPS2-AS1,0,0,1
10854,RP11-68L1.2,0,0,1
12688,SYNJ2,0,3,1
12837,TCOF1,0,0,1
5106,IL31RA,1,2,1
10855,RP11-690C23.4,0,0,1
10840,RP11-67L14.2,0,0,1
1878,CC2D1B,0,0,1
5169,INVS,0,0,1
1875,CBX7,0,2,1
13754,VPS13B,2,9,1
5172,IPCEF1,0,3,1
10841,RP11-67L17.1,0,2,1
13757,VPS26A,2,0,1
9106,RBM45,0,0,1
14336,ZNF846,1,0,1
10439,RP11-472I20.3,2,1,1
4344,GAS6,0,3,1
11941,SLC16A1,2,0,1
10845,RP11-680G24.4,0,0,1
1196,ARSJ,1,0,1
4359,GBF1,0,0,1
5232,ITGA1,0,4,1
1804,CAPN6,0,0,1
5,AACS,1,0,1
12715,TAC4,0,3,1
4014,FANCL,2,2,1
1759,CACYBP,0,0,1
4046,FBXL20,2,5,1
3311,DLGAP4,1,16,1
12670,SWI5,0,0,1
4021,FARP2,2,5,1
12719,TACR1,1,1,1
10177,RP11-366L5.1,0,0,1
9153,RER1,0,3,1
7929,OTUD7A,2,3,1
11906,SKAP1,2,3,1
5239,ITGA6-AS1,0,0,1
10172,RP11-363J20.1,0,0,1
13901,WTAPP1,2,0,1
1964,CCDC97,0,1,1
7786,NUMBL,2,0,1
1911,CCDC167,0,0,1
1910,CCDC162P,0,0,1
11808,SGMS1,2,3,1
1908,CCDC153,0,2,1
1924,CCDC187,1,0,1
1918,CCDC180,0,3,1
12668,SVOPL,0,1,1
10799,RP11-651C2.1,2,1,1
1844,CASP7,1,2,1
1957,CCDC88A,0,3,1
6742,MAP4,2,4,1
4314,GALNT16,0,1,1
12679,SYN1,0,0,1
12673,SYBU,0,1,1
12630,SUGP2,0,0,1
12631,SUGT1P4-STRA6LP-CCDC180,1,3,1
9194,RGS12,0,8,1
14211,ZNF483,1,4,1
10130,RP11-349I1.2,0,0,1
10648,RP11-561B11.2,2,5,1
5200,IQUB,0,0,1
1861,CATSPERG,1,0,1
1879,CC2D2B,0,0,1
10629,RP11-554D13.1,2,1,1
1914,CCDC172,0,0,1
1927,CCDC195,0,0,1
6277,LINC02269,1,0,1
1922,CCDC185,0,0,1
12694,SYNRG,1,0,1
1888,CCDC125,0,4,1
7314,MYLK4,1,0,1
10677,RP11-574F11.4,2,0,1
5258,ITGB8,0,0,1
14354,ZPLD1,1,2,1
5259,ITGBL1,0,5,1
7886,OR7E11P,2,0,1
12645,SUN2,0,0,1
4400,GFOD1,1,0,1
12653,SUSD3,0,0,1
13776,VRK1,2,1,1
833,ALG1L,1,0,1
14313,ZNF773,0,0,1
14262,ZNF607,0,0,1
8166,PDGFRL,2,3,1
4266,FYN,2,3,1
3216,DENND4C,0,1,1
8071,PCDH11X,2,1,1
6523,LPCAT1,2,0,1
14311,ZNF770,0,0,1
5317,KANSL3,0,0,1
10319,RP11-422P24.15,2,3,1
4017,FAP,2,0,1
13630,UNC5A,2,3,1
13616,ULK1,2,3,1
12807,TBX18,0,2,1
12053,SLC35F3,2,4,1
12815,TC2N,0,0,1
12813,TBX5,0,0,1
4239,FRYL,2,6,1
12810,TBX21,0,2,1
8116,PCOLCE2,2,2,1
9113,RBMS3-AS2,0,0,1
1075,AREL1,1,0,1
815,AL135749.6,2,4,1
12835,TCIRG1,0,6,1
10192,RP11-372E1.4,0,1,1
12843,TDP1,0,3,1
2552,COTL1,2,3,1
1711,C9orf147,0,0,1
10207,RP11-380O24.1,0,4,1
7296,MYCBPAP,0,0,1
1653,C2orf16,0,0,1
741,AGPAT4,2,0,1
9094,RBM17,0,0,1
2545,COQ8B,2,2,1
10202,RP11-379L21.1,0,1,1
5333,KB-1303B4.3,0,0,1
7349,MYRFL,0,1,1
4209,FOXP2,2,0,1
1699,C7orf50,0,6,1
10201,RP11-379I19.1,0,0,1
10200,RP11-379C10.1,0,4,1
7292,MYBPC3,0,2,1
10254,RP11-395L14.19,0,0,1
14317,ZNF785,0,0,1
10205,RP11-380D11.2,0,1,1
9934,RP11-281A20.2,0,0,1
1719,CA13,0,2,1
1714,C9orf85,0,0,1
9933,RP11-281A20.1,0,0,1
1745,CACNA2D2,1,14,1
2654,CRYBG1,2,1,1
12763,TASOR2,0,0,1
14,AARSD1,0,0,1
1767,CALCB,0,0,1
1766,CALCA,0,0,1
1686,C6,0,0,1
10,AAMDC,0,3,1
1769,CALCR,0,0,1
3736,EPHA2,0,1,1
1789,CAMTA1-AS2,0,0,1
13687,USP42,2,2,1
6582,LRRC49,2,4,1
12741,TAGLN,0,0,1
14383,yR211F11.2,0,0,1
12,AAR2,1,2,1
9079,RBAK-RBAKDN,0,0,1
10416,RP11-460M2.1,2,4,1
4166,FLVCR2,2,0,1
2637,CROCC2,2,3,1
14322,ZNF8-DT,0,0,1
639,ADCY8,2,6,1
9114,RBMS3-AS3,0,3,1
631,ADCK1,2,3,1
10826,RP11-669M2.1,0,0,1
4206,FOXO3,2,1,1
10382,RP11-445O3.2,2,0,1
5270,ITPRIP,0,0,1
6266,LINC02245,1,1,1
12727,TAF2,0,2,1
2621,CREB5,2,11,1
2578,CPEB3,2,2,1
65,ABHD18,0,5,1
6536,LRCH3,2,1,1
1797,CAPN11,0,0,1
6449,LINC02884,2,1,1
2611,CRADD,2,8,1
3264,DHX38,0,0,1
12771,TBC1D12,0,1,1
12781,TBC1D24,0,1,1
12780,TBC1D23,0,1,1
1722,CA5B,0,1,1
1659,C2orf76,1,3,1
7717,NRK,0,1,1
8862,PTPN12,2,0,1
7726,NRXN2-AS1,0,1,1
1115,ARHGAP5,0,1,1
1432,BCL9,2,0,1
7725,NRXN2,0,2,1
1127,ARHGEF17,0,6,1
13350,TRIM68,0,0,1
5167,INTS9,2,0,1
1187,ARPP21,0,3,1
6868,MECP2,0,7,1
9242,RIMS2,2,1,1
8216,PER2,1,1,1
8883,PTPRJ,2,3,1
9918,RP11-274G22.1,0,1,1
6906,MEIS1-AS3,0,0,1
6905,MEIS1,0,4,1
13559,UBE2Q2P2,1,0,1
8849,PTGR1,0,4,1
13113,TMEM237,2,1,1
5109,IL34,2,2,1
13331,TRIM25,0,0,1
13330,TRIM24,0,3,1
7752,NT5DC4,0,0,1
9177,RFX2,2,3,1
1083,ARG1,0,0,1
5711,LGALSL-DT,0,4,1
5356,KCNB1,1,7,1
5256,ITGB6,2,2,1
7743,NSUN2,0,0,1
3912,FAM153A,0,0,1
1068,AQP8,0,0,1
13259,TPD52L2,1,1,1
5637,LAMA3,2,5,1
10658,RP11-565O12.1,0,0,1
1012,AP1G1,0,0,1
1424,BCL11B,2,4,1
1464,BIN1,2,8,1
1011,AP1B1,0,13,1
13214,TNRC6B,1,6,1
5651,LAPTM4A,0,0,1
9174,RFTN2,2,6,1
10649,RP11-561N12.9,0,1,1
13257,TPD52,1,0,1
1122,ARHGEF10L,0,2,1
5619,L3MBTL1,0,1,1
5620,L3MBTL3,0,6,1
13239,TOR1B,0,0,1
1387,BAIAP2,2,1,1
13233,TOP2B,0,0,1
10689,RP11-582C12.1,0,1,1
13283,TPTE2P2,0,4,1
13282,TPTE2P1,0,0,1
8868,PTPN23,0,0,1
11329,RP5-831D17.4,0,0,1
13292,TRABD2B,0,6,1
7676,NPR2,0,0,1
10691,RP11-582J16.4,0,0,1
8871,PTPN6,0,0,1
13276,TPST1,0,2,1
8856,PTMAP2,0,0,1
8482,PMEPA1,2,2,1
7671,NPL,0,0,1
1190,ARRDC3-AS1,0,5,1
1189,ARRDC1,0,0,1
7677,NPRL3,0,4,1
1047,APOB,0,0,1
8904,PURG,0,0,1
6883,MED4,0,0,1
13327,TRIM17,0,0,1
2445,CNOT3,1,0,1
4554,GPC5-AS1,0,0,1
6839,MCM5,0,1,1
3290,DISC2,0,2,1
13267,TPM3P2,0,0,1
12661,SV2C,2,0,1
1124,ARHGEF12,0,2,1
8900,PUM2,2,4,1
5667,LATS2-AS1,0,0,1
13611,UHRF1BP1L,1,0,1
13304,TRAM1,0,0,1
13315,TRAV9-2,0,0,1
5671,LBX1-AS1,0,4,1
5657,LARP4,0,0,1
1166,ARL8B,0,0,1
1709,C9,1,0,1
5846,LINC00663,1,2,1
10678,RP11-574O16.2,0,0,1
1110,ARHGAP4,0,0,1
12356,SPAM1,1,0,1
13483,TUBA4B,0,0,1
12831,TCF7L1,2,2,1
8989,RABGAP1,2,6,1
8786,PSAP,0,0,1
8843,PTGES2,0,0,1
12824,TCF12,2,2,1
8845,PTGES3L-AARSD1,0,0,1
8846,PTGFR,0,0,1
952,ANO7L1,0,0,1
7753,NT5E,0,0,1
7798,NUP93,0,1,1
1582,C12orf40,2,0,1
5409,KCNT2,1,0,1
13450,TTC39B,0,0,1
6803,MAST3,0,4,1
5422,KCTD8,1,0,1
9107,RBM47,2,3,1
7772,NUCB1,0,0,1
10645,RP11-559F19.4,0,8,1
5517,KIRREL3,2,8,1
7854,ONECUT1,0,0,1
11346,RP5-900K19.2,2,7,1
884,ANGPTL5,0,0,1
11254,RP4-702M17.1,0,0,1
14353,ZP3,2,0,1
3293,DKK2,2,0,1
11334,RP5-847G17.1,2,0,1
931,ANKRD50,0,0,1
7820,NYNRIN,0,0,1
3186,DDX31,2,5,1
7816,NXPH1,0,1,1
9029,RANBP2,2,0,1
7761,NTNG1,0,0,1
909,ANKRD18DP,0,0,1
11458,RPTOR,2,16,1
7775,NUDCD1,0,0,1
6809,MATR3,0,6,1
3324,DMTF1,0,0,1
7812,NXPE1,0,0,1
7471,NDUFAF6,2,5,1
13437,TTC17,0,0,1
10619,RP11-550I24.2,0,4,1
7808,NXF1,0,0,1
937,ANKRD9,0,0,1
5472,KIAA1671,2,5,1
13409,TSNAX-DISC1,0,5,1
8806,PSMC5,0,0,1
1717,CA11,2,5,1
5525,KLC1,2,3,1
979,AP000345.2,0,0,1
1624,C1orf112,1,2,1
989,AP000857.3,0,0,1
11324,RP5-1180D12.1,0,0,1
7699,NR4A2,0,0,1
5733,LIG1,0,1,1
6875,MED15P8,0,0,1
1460,BICDL1,2,3,1
3280,DIPK2B,0,0,1
5381,KCNJ15,1,0,1
13255,TPCN1,1,3,1
10267,RP11-3M1.5,0,0,1
5241,ITGA9,2,5,1
7759,NTN1,0,9,1
8878,PTPRE,0,0,1
8866,PTPN2,0,0,1
5376,KCNIP4,1,17,1
13446,TTC30B,0,1,1
1681,C5orf58,2,0,1
13444,TTC28-AS1,0,1,1
13441,TTC23,0,7,1
7780,NUDT3,0,2,1
845,ALOX12P2,1,0,1
12882,TERF2IP,1,0,1
6857,MDGA2,0,4,1
950,ANO6,0,1,1
5451,KIAA0319,2,0,1
6820,MBNL3,0,0,1
1540,BSN,2,8,1
3905,FAM135A,0,1,1
5681,LCORL,0,0,1
13367,TRMT10A,0,0,1
1635,C1orf21,1,3,1
6852,MCUB,0,1,1
13415,TSPAN17,0,0,1
1684,C5orf66,2,8,1
12792,TBC1D8B,2,0,1
12796,TBCD,2,10,1
13413,TSPAN12,0,0,1
10337,RP11-429B14.1,0,1,1
1296,ATP5F1B,0,0,1
3829,EVI5L,0,0,1
12842,TDO2,1,0,1
7048,MKI67P1,0,0,1
7574,NIPBL,0,2,1
5607,KRT8P52,0,0,1
5539,KLHL11,0,0,1
7033,MIR4733HG,0,0,1
5542,KLHL18,0,3,1
9965,RP11-296E7.3,0,0,1
3866,F13B,0,0,1
13133,TMEM38B,0,0,1
13131,TMEM37,0,0,1
7517,NEURL1B,0,0,1
10726,RP11-615J4.3,0,0,1
11364,RP5-973N23.5,0,2,1
7096,MNS1,0,0,1
5489,KIF20A,0,0,1
5490,KIF20B,0,3,1
9586,RP11-132E11.2,2,0,1
13127,TMEM30CP,0,0,1
8958,RAB27A,0,0,1
1307,ATP6V0D2,0,1,1
12503,ST6GALNAC3,2,1,1
1304,ATP6V0B,0,0,1
1316,ATP6V1G3,0,0,1
4888,HMGXB4,2,2,1
9570,RP11-1277A3.2,2,0,1
8858,PTP4A1,0,0,1
5521,KIZ,0,2,1
10246,RP11-391L3.3,0,0,1
5594,KRT18P46,0,0,1
4833,HEXB,2,1,1
8257,PHACTR3,1,4,1
7589,NLGN3,0,0,1
13156,TMIE,0,4,1
1219,ASCC1,2,4,1
1220,ASCC3,2,1,1
13245,TP53BP1,2,2,1
13155,TMEM94,0,4,1
1733,CABYR,1,0,1
7584,NKIRAS1,0,0,1
3310,DLGAP3,0,2,1
5313,KANK1,1,1,1
13339,TRIM44,2,0,1
1397,BASP1-AS1,0,4,1
6025,LINC01414,2,4,1
3850,EXT2,0,7,1
13083,TMEM178A,0,0,1
5437,KDM6A,0,0,1
1443,BDP1,0,0,1
1441,BDNF,0,1,1
1455,BFSP2,0,0,1
7533,NFE2L1-DT,0,0,1
10713,RP11-5L12.1,0,0,1
5238,ITGA6,1,0,1
12461,SRRM4,2,2,1
7474,NDUFB3,0,0,1
5424,KDELR3,0,2,1
13072,TMEM159,0,2,1
7487,NECAB3,0,1,1
4295,GACAT3,0,4,1
3853,EXTL3,0,5,1
2165,CEP290,2,2,1
3855,EYA2,0,5,1
5438,KDM7A,0,2,1
7561,NID1,0,2,1
7560,NIBAN2,0,6,1
8547,POR,2,0,1
8548,POT1-AS1,2,0,1
7511,NET1,0,2,1
4241,FSD1,0,0,1
8554,POU2F2,2,2,1
8498,PNPLA6,2,1,1
5924,LINC01115,1,2,1
1152,ARIH1,2,2,1
1763,CADM4,1,1,1
7037,MIR583HG,0,0,1
12445,SRGAP1,2,7,1
10749,RP11-625H11.2,0,0,1
12281,SNTG1,1,5,1
4255,FURIN,0,1,1
13094,TMEM198,0,0,1
9894,RP11-265D17.2,0,0,1
12365,SPATA3,1,0,1
7131,MPP2,0,0,1
8917,PXDN,0,1,1
3845,EXOSC3P2,0,0,1
5627,LA16c-380A1.1,0,0,1
10701,RP11-58C22.1,0,4,1
8723,PRKG1-AS1,2,2,1
6990,MIEN1,0,0,1
5010,ICA1L,2,1,1
6987,MICU2,0,0,1
6985,MICOS10,0,3,1
5598,KRT19,0,0,1
6956,MFSD9,0,0,1
4984,HTR1F,2,2,1
5839,LINC00624,2,0,1
13227,TOM1L1,0,2,1
1305,ATP6V0D1,2,2,1
9525,RP11-1173K8.1,2,0,1
1290,ATP2B2,0,2,1
6971,MGST2,0,0,1
7616,NMRK2,0,0,1
4947,HS2ST1,2,0,1
9404,RP1-27O5.3,2,9,1
13220,TNS4,0,0,1
10694,RP11-587D21.4,0,0,1
7665,NPHP3-AS1,0,0,1
8791,PSD4,2,0,1
6364,LINC02580,1,1,1
1650,C2CD2,1,8,1
7651,NOX5,0,2,1
7648,NOVA2,0,0,1
1262,ATG4D,0,0,1
2019,CD28,2,2,1
10700,RP11-58A18.1,0,0,1
13249,TP53INP1,0,0,1
5608,KRTAP10-4,0,1,1
7657,NPC1,0,1,1
6934,METTL9,0,1,1
6932,METTL5,0,0,1
2270,CHMP1B2P,1,0,1
1182,ARPC1B,0,0,1
10698,RP11-588P8.1,0,0,1
7643,NOTCH1,0,1,1
11241,RP4-630A11.3,0,0,1
13250,TP53RK,0,0,1
7014,MIR210HG,0,0,1
5597,KRT18P67,0,0,1
5522,KIZ-AS1,0,1,1
9991,RP11-2I7.1,1,0,1
7008,MIR1302-3,0,0,1
6898,MEGF9,0,1,1
4178,FNBP1,0,6,1
5579,KPNA2,0,1,1
13176,TMX4,0,1,1
1215,ASB18,0,3,1
8686,PRELID2,2,6,1
13143,TMEM64,0,1,1
1322,ATP8B2,0,2,1
1321,ATP8B1,0,3,1
13242,TOX,2,0,1
1267,ATL2,0,0,1
8643,PPP3CC,2,4,1
4819,HELZ,2,3,1
7015,MIR217HG,0,0,1
1275,ATP11A,2,2,1
1280,ATP13A5,0,0,1
10708,RP11-598F7.6,0,0,1
9162,RETREG3,1,0,1
8910,PVR,0,2,1
7625,NOL10,0,3,1
1260,ATG3,0,0,1
4934,HPCAL1,2,9,1
8902,PURA,0,0,1
7626,NOL11,0,0,1
4883,HMGCLL1,2,0,1
1200,ART1,0,0,1
10709,RP11-598P20.5,0,0,1
9969,RP11-297C4.1,0,1,0
4514,GNL2,0,1,0
9953,RP11-287F9.2,0,1,0
4471,GLTP,0,3,0
4527,GOLGA8H,0,7,0
9981,RP11-299H22.3,0,5,0
4539,GP6,0,1,0
4513,GNL1,0,1,0
9956,RP11-28O3.2,0,5,0
4505,GNG11,0,1,0
4504,GNE,0,2,0
9948,RP11-286E11.1,0,1,0
4519,GNPTAB,0,5,0
4538,GP1BA,0,1,0
4540,GP6-AS1,0,1,0
9972,RP11-297P16.3,0,1,0
9961,RP11-293M10.2,0,3,0
4520,GNPTG,0,2,0
9963,RP11-295K3.1,0,6,0
9947,RP11-285G1.2,0,6,0
4508,GNG14,0,2,0
4522,GOLGA2P10,0,1,0
4469,GLS2,0,1,0
9968,RP11-297A16.2,0,1,0
4556,GPCPD1,0,1,0
4557,GPD1L,0,1,0
9957,RP11-290H9.2,0,12,0
9970,RP11-297C4.2,0,2,0
4479,GMDS-AS1,0,1,0
9966,RP11-296I10.3,0,6,0
4497,GNAS,0,2,0
10278,RP11-400N9.1,0,1,0
10275,RP11-400L8.2,0,2,0
10274,RP11-400I17.1,0,1,0
10273,RP11-400F19.8,0,1,0
10283,RP11-404J23.1,0,4,0
10230,RP11-385J1.3,0,11,0
4267,FZD4-DT,0,1,0
4215,FRA10AC1,0,1,0
4550,GPBP1L1,0,1,0
4211,FOXP4-AS1,0,1,0
4223,FRG2HP,0,1,0
4221,FRG1DP,0,3,0
10268,RP11-3N13.2,0,1,0
4191,FOLH1B,0,4,0
4262,FXYD6,0,3,0
4261,FXR2,0,1,0
4258,FUT5,0,1,0
4213,FOXS1,0,2,0
10258,RP11-396O20.1,0,2,0
4219,FREM3,0,2,0
10296,RP11-411K7.1,0,2,0
10311,RP11-420A23.1,0,1,0
10309,RP11-419C19.2,0,1,0
10308,RP11-418J17.1,0,2,0
10317,RP11-421L21.3,0,1,0
10315,RP11-420N3.3,0,1,0
10290,RP11-407B7.3,0,1,0
10288,RP11-406G20.1,0,1,0
10303,RP11-416D8.2,0,1,0
10302,RP11-415J8.3,0,5,0
10300,RP11-415G4.1,0,1,0
10297,RP11-413N10.3,0,3,0
10350,RP11-433J8.1,0,4,0
10346,RP11-432J24.2,0,1,0
10295,RP11-411H5.1,0,1,0
10291,RP11-409I10.2,0,2,0
10289,RP11-407A16.3,0,3,0
4290,GABRG3-AS1,0,1,0
4303,GALC,0,5,0
10228,RP11-384O8.1,0,1,0
10238,RP11-388F6.5,0,7,0
10237,RP11-388E23.2,0,1,0
4284,GABRA5,0,3,0
10167,RP11-361H10.3,0,1,0
10166,RP11-360P21.2,0,1,0
4270,FZR1,0,1,0
10175,RP11-364P22.4,0,1,0
10173,RP11-363J20.2,0,3,0
10215,RP11-382E9.1,0,1,0
10213,RP11-382A20.6,0,1,0
10222,RP11-384E22.1,0,1,0
10221,RP11-384C4.7,0,1,0
10220,RP11-383H17.4,0,3,0
10219,RP11-383C5.8,0,3,0
10163,RP11-360F5.1,0,1,0
4225,FRMD3,0,5,0
4224,FRK,0,1,0
4233,FRMPD1,0,2,0
4232,FRMD8,0,2,0
4177,FN3KRP,0,3,0
10234,RP11-386G11.12,0,2,0
10244,RP11-390D11.1,0,2,0
10242,RP11-38H17.1,0,1,0
4291,GABRQ,0,2,0
10240,RP11-38C17.1,0,1,0
10255,RP11-395N3.2,0,1,0
4297,GAD2,0,1,0
4247,FSTL1,0,2,0
4243,FSD2,0,1,0
4240,FRZB,0,1,0
4254,FUK,0,1,0
4281,GABPB1,0,4,0
4293,GABRR3,0,7,0
10241,RP11-38F22.1,0,1,0
10385,RP11-446J8.1,0,2,0
10398,RP11-44N21.4,0,2,0
4124,FGG,0,3,0
4133,FIBCD1,0,4,0
4140,FILIP1,0,3,0
10368,RP11-438D8.6,0,1,0
10381,RP11-445L6.3,0,3,0
10380,RP11-445H22.5,0,1,0
10313,RP11-420L9.4,0,1,0
10377,RP11-444D3.1,0,1,0
10327,RP11-426C22.5,0,5,0
10326,RP11-426C22.3,0,3,0
10325,RP11-426C22.12,0,5,0
4126,FHAD1,0,7,0
10362,RP11-436F21.1,0,1,0
10360,RP11-436D10.3,0,1,0
10372,RP11-442J21.2,0,3,0
10378,RP11-445F12.1,0,1,0
4103,FERMT2,0,2,0
4096,FEN1,0,1,0
4110,FGF1,0,3,0
10414,RP11-45M22.3,0,2,0
10412,RP11-459K11.1,0,1,0
10408,RP11-457P14.5,0,1,0
10359,RP11-435I10.4,0,2,0
10358,RP11-434N15.2,0,4,0
10394,RP11-449K6.5,0,5,0
10406,RP11-455O6.8,0,3,0
10405,RP11-455G16.1,0,1,0
10404,RP11-454E5.4,0,4,0
10403,RP11-453O5.1,0,3,0
10401,RP11-452K12.7,0,4,0
10400,RP11-452J21.2,0,6,0
4086,FCGRT,0,1,0
4093,FCRLA,0,1,0
10395,RP11-449P15.1,0,1,0
10407,RP11-457K10.1,0,2,0
4159,FLNB,0,6,0
4157,FLJ46066,0,1,0
10332,RP11-427M20.1,0,1,0
4197,FOXJ3,0,1,0
4192,FOSL2,0,2,0
4207,FOXO6,0,1,0
4204,FOXN4,0,1,0
4201,FOXN1,0,1,0
10370,RP11-439A17.10,0,1,0
10320,RP11-423B13.1,0,1,0
10335,RP11-428P16.2,0,1,0
10334,RP11-428G5.7,0,4,0
10333,RP11-428F8.2,0,1,0
4187,FNIP1,0,2,0
4186,FNDC7,0,1,0
4185,FNDC5,0,3,0
10314,RP11-420N3.2,0,1,0
4200,FOXM1,0,2,0
4174,FMO2,0,6,0
4173,FMO1,0,4,0
4170,FMNL1-DT,0,5,0
4119,FGF5,0,1,0
4118,FGF23,0,1,0
4127,FHAD1-AS1,0,2,0
10355,RP11-434H14.1,0,5,0
10353,RP11-434D9.1,0,1,0
4144,FKBP1B,0,3,0
10367,RP11-438D8.2,0,2,0
4156,FLJ42393,0,2,0
4165,FLT4,0,2,0
10331,RP11-427I6.5,0,1,0
10330,RP11-427E2.1,0,1,0
10339,RP11-430C7.4,0,2,0
10338,RP11-42I10.1,0,1,0
4151,FLG,0,2,0
4149,FLAD1,0,2,0
10352,RP11-434D2.13,0,2,0
4431,GIPC1,0,1,0
4375,GCNT3,0,1,0
10066,RP11-325K19.1,0,1,0
10065,RP11-325F22.2,0,1,0
